inventor_id,name,country
INV0000182,John Singh,ZA
INV0000183,Mia Mueller,FR
INV0000184,Marco Patel,PL
INV0000185,Pierre Schneider,US
INV0000186,Mia Ferrari,GB
INV0000187,William Garcia,US
INV0000188,Ivan Park,US
INV0000189,Jing Garcia,US
INV0000190,Charlotte Singh,GB
INV0000191,Daniel Anderson,US
INV0000192,David Chen,PL
INV0000193,Elena Jones,CA
INV0000194,Hans Park,CA
INV0000195,Daniel Suzuki,SI
INV0000196,Fatima Chen,CM
INV0000197,Beatriz Smith,US
INV0000198,James Mueller,FR
INV0000199,Isabella Kowalski,AT
INV0000200,Sarah Ivanov,JP
INV0000201,Olivia Dubois,RU
INV0000202,Chloe Kowalski,JP
INV0000203,Marco Patel,US
INV0000204,Pierre Kim,US
INV0000205,Ivan Mueller,CO
INV0000206,Pierre Taylor,US
INV0000207,Carlos Schneider,DE
INV0000208,Charlotte Park,AU
INV0000209,Anastasia Rossi,US
INV0000210,Charlotte Zhang,CA
INV0000211,Michael Liu,DE
INV0000212,Yuki Kumar,CN
INV0000213,Kenji Garcia,NZ
INV0000214,Sophia Lee,NL
INV0000215,Sophia Martin,GR
INV0000216,Hans Schmidt,GB
INV0000217,Kenji Dubois,CH
INV0000218,Sarah Martin,JP
INV0000219,Ahmed Ozturk,US
INV0000220,Mary Petrov,CO
INV0000221,Carlos Smith,DE
INV0000222,Li Suzuki,CA
INV0000223,Kenji Novak,IT
INV0000224,Thomas Rossi,FR
INV0000225,Yuki Mueller,JP
INV0000226,Mary Suzuki,ES
INV0000227,Mehmet Nakamura,US
INV0000228,William Dubois,DE
INV0000229,Elena Novak,US
INV0000230,Fatima Ozturk,CN
INV0000231,Mehmet Johnson,CL
INV0000232,Beatriz Mueller,CN
INV0000233,Chloe Thomas,DE
INV0000234,Hiroshi Suzuki,IL
INV0000235,Mia Dubois,IL
INV0000236,Jing Suzuki,US
INV0000237,Hans Wang,GB
INV0000238,Carlos Johnson,US
INV0000239,Kenji Brown,KR
INV0000240,Thomas Jones,US
INV0000241,David Johnson,NL
INV0000242,Daniel Johnson,US
INV0000243,Sophia Chen,DE
INV0000244,Carlos Davis,JP
INV0000245,Mia Dubois,US
INV0000246,Hiroshi Tanaka,ZA
INV0000247,Marco Demir,US
INV0000248,Olivia Taylor,AT
INV0000249,James Ozturk,US
INV0000250,Li Petrov,US
INV0000251,Ahmed Nakamura,US
INV0000252,Daniel Jones,AU
INV0000253,Andre Chen,DE
INV0000254,Li Demir,CH
INV0000255,Sanjay Williams,ES
INV0000256,Kenji Mueller,US
INV0000257,Priya Jones,DE
INV0000258,Beatriz Kumar,CZ
INV0000259,Hans Rossi,DE
INV0000260,Greta Tanaka,US
INV0000261,Chloe Anderson,DE
INV0000262,Isabella Kowalski,US
INV0000263,Yuki Kim,FR
INV0000264,Carlos Dubois,FR
INV0000265,Anita Zhang,DE
INV0000266,Charlotte Garcia,US
INV0000267,Pierre Chen,US
INV0000268,Chloe Petrov,ES
INV0000269,Mehmet Suzuki,GB
INV0000270,Mary Rossi,CA
INV0000271,Isabella Rossi,LV
INV0000272,Raj Wang,BE
INV0000273,Yuki Demir,US
INV0000274,Yuki Ivanov,US
INV0000275,Anastasia Moore,DE
INV0000276,Charlotte Schmidt,AU
INV0000277,Akira Chen,US
INV0000278,Carlos Rossi,PT
INV0000279,Mary Garcia,US
INV0000280,Thomas Nakamura,US
INV0000281,Charlotte Singh,US
INV0000282,Anita Tanaka,FR
INV0000283,Akira Kowalski,IT
INV0000284,Greta Ivanov,FR
INV0000285,Raj Dubois,AU
INV0000286,Li Wang,DE
INV0000287,Olivia Moore,DE
INV0000288,Olivia Novak,US
INV0000289,Isabella Moore,SE
INV0000290,Carlos Zhang,US
INV0000291,Anita Kowalski,DE
INV0000292,Wei Miller,DE
INV0000293,Wei Lee,DE
INV0000294,Isabella Singh,US
INV0000295,Kenji Wilson,US
INV0000296,David Brown,IT
INV0000297,Wei Wilson,US
INV0000298,Lucia Miller,CZ
INV0000299,Sanjay Liu,CH
INV0000300,Carlos Schneider,GB
INV0000301,Isabella Brown,PL
INV0000302,Carlos Davis,FR
INV0000303,Fatima Rossi,PH
INV0000304,Sanjay Park,US
INV0000305,Sarah Anderson,GB
INV0000306,Sanjay Singh,GB
INV0000307,Charlotte Davis,GB
INV0000308,Hans Demir,CA
INV0000309,Elena Lee,KR
INV0000310,Ahmed Schneider,IT
INV0000311,Li Ozturk,IN
INV0000312,Li Petrov,US
INV0000313,Sarah Kim,US
INV0000314,James Martin,US
INV0000315,Mia Wang,US
INV0000316,Emma Taylor,JP
INV0000317,Isabella Ivanov,CA
INV0000318,William Smith,NL
INV0000319,Pierre Demir,JP
INV0000320,Wei Williams,BD
INV0000321,Wei Liu,LB
INV0000322,Chloe Jones,US
INV0000323,Thomas Wang,US
INV0000324,Anita Moore,DE
INV0000325,Olivia Novak,GB
INV0000326,Beatriz Anderson,IE
INV0000327,Sophia Jones,GB
INV0000328,William Singh,FI
INV0000329,Sanjay Liu,US
INV0000330,Olivia Dubois,US
INV0000331,Li Nakamura,US
INV0000332,Ivan Novak,ZA
INV0000333,Pierre Garcia,AM
INV0000334,David Mueller,US
INV0000335,Ming Demir,DE
INV0000336,Mary Garcia,GB
INV0000337,Zeynep Petrov,FR
INV0000338,Mary Zhang,FR
INV0000339,David Thomas,FR
INV0000340,Anastasia Schneider,US
INV0000341,Isabella Ozturk,AT
INV0000342,Andre Rossi,IN
INV0000343,Carlos Yamamoto,ID
INV0000344,Jing Patel,US
INV0000345,James Taylor,UA
INV0000346,Hans Rossi,AT
INV0000347,Mehmet Nakamura,JP
INV0000348,David Dubois,HR
INV0000349,Ming Wang,DE
INV0000350,Olivia Nakamura,IT
INV0000351,John Novak,CA
INV0000352,Hans Brown,FR
INV0000353,Anastasia Tanaka,US
INV0000354,Lucia Park,IT
INV0000355,Sarah Martin,IT
INV0000356,Akira Wilson,US
INV0000357,Pierre Rossi,AT
INV0000358,Mary Park,BR
INV0000359,Charlotte Taylor,DE
INV0000360,Akira Smith,CL
INV0000361,Hans Garcia,GB
INV0000362,Olivia Dubois,DE
INV0000363,Beatriz Anderson,TW
INV0000364,Wei Ferrari,US
INV0000365,Yuki Schmidt,JP
INV0000366,Carlos Chen,IT
INV0000367,Akira Anderson,IT
INV0000368,Daniel Demir,NO
INV0000369,Robert Jones,US
INV0000370,Hans Kumar,TW
INV0000371,Yuki Smith,US
INV0000372,Li Ozturk,FR
INV0000373,Mehmet Rossi,AU
INV0000374,Pierre Novak,CN
INV0000375,Raj Kumar,US
INV0000376,Kenji Suzuki,CA
INV0000377,Ming Moore,US
INV0000378,Charlotte Petrov,FR
INV0000379,Thomas Schmidt,FR
INV0000380,Ming Martinez,US
INV0000381,Ahmed Suzuki,US
INV0000382,Beatriz Anderson,FR
INV0000383,David Wilson,IT
INV0000384,Anita Kumar,DE
INV0000385,Pierre Miller,DE
INV0000386,Chloe Smith,US
INV0000387,Sophia Schmidt,US
INV0000388,Sophia Jones,US
INV0000389,Hiroshi Kumar,US
INV0000390,Fatima Garcia,PK
INV0000391,Zeynep Novak,GB
INV0000392,Ming Park,US
INV0000393,Lucia Novak,US
INV0000394,Elena Jones,GB
INV0000395,Andre Liu,SE
INV0000396,Emma Mueller,DE
INV0000397,Andre Miller,US
INV0000398,William Singh,US
INV0000399,David Patel,IT
INV0000400,Wei Yamamoto,CN
INV0000401,Greta Anderson,FI
INV0000402,Anastasia Schmidt,AU
INV0000403,Zeynep Thomas,DE
INV0000404,Isabella Garcia,ES
INV0000405,Ahmed Kim,US
INV0000406,Charlotte Rossi,CZ
INV0000407,Sophia Lee,IE
INV0000408,Andre Wang,IE
INV0000409,Hiroshi Smith,IT
INV0000410,Wei Novak,AU
INV0000411,Michael Schneider,NP
INV0000412,Anita Singh,US
INV0000413,Greta Wang,FR
INV0000414,Li Moore,RU
INV0000415,Carlos Miller,ZA
INV0000416,Ahmed Petrov,BR
INV0000417,Sanjay Liu,US
INV0000418,Wei Johnson,US
INV0000419,Fatima Zhang,US
INV0000420,Sanjay Brown,RU
INV0000421,Lucia Liu,SE
INV0000422,Marco Yamamoto,FR
INV0000423,Andre Moore,US
INV0000424,Hiroshi Wilson,US
INV0000425,James Park,US
INV0000426,David Singh,NL
INV0000427,David Ozturk,PL
INV0000428,Robert Garcia,US
INV0000429,Ming Schmidt,FR
INV0000430,Daniel Wilson,IT
INV0000431,Priya Kowalski,CN
INV0000432,Yuki Taylor,DE
INV0000433,Carlos Liu,US
INV0000434,Jing Davis,FR
INV0000435,Michael Anderson,US
INV0000436,Thomas Nakamura,JP
INV0000437,Priya Garcia,DE
INV0000438,John Wang,IT
INV0000439,Olivia Dubois,DE
INV0000440,Zeynep Wang,CH
INV0000441,Ahmed Park,IT
INV0000442,James Lee,BE
INV0000443,Mary Kim,CN
INV0000444,Ming Kim,GB
INV0000445,Beatriz Jones,US
INV0000446,Chloe Singh,US
INV0000447,Hans Davis,GB
INV0000448,David Williams,US
INV0000449,Lucia Davis,DE
INV0000450,Charlotte Novak,CN
INV0000451,Ahmed Dubois,IT
INV0000452,Mehmet Novak,IT
INV0000453,Anita Anderson,IT
INV0000454,Beatriz Miller,PT
INV0000455,Elena Schmidt,US
INV0000456,David Tanaka,GB
INV0000457,Pierre Schneider,GB
INV0000458,Priya Miller,US
INV0000459,Priya Novak,US
INV0000460,Raj Brown,TW
INV0000461,Yuki Moore,AT
INV0000462,Chloe Garcia,US
INV0000463,Mia Park,US
INV0000464,Mary Brown,FR
INV0000465,Charlotte Wilson,DE
INV0000466,Mia Jones,IT
INV0000467,Mia Ozturk,ES
INV0000468,Thomas Kumar,NZ
INV0000469,Marco Smith,US
INV0000470,Sophia Wilson,IT
INV0000471,Hiroshi Thomas,CH
INV0000472,Mehmet Johnson,NO
INV0000473,John Yamamoto,RU
INV0000474,Anita Patel,US
INV0000475,Isabella Wang,DE
INV0000476,Robert Schmidt,US
INV0000477,Olivia Jones,LB
INV0000478,Pierre Tanaka,IT
INV0000479,Anita Miller,ES
INV0000480,Ivan Lee,US
INV0000481,David Kowalski,US
INV0000482,Chloe Johnson,IT
INV0000483,Carlos Nakamura,CA
INV0000484,Zeynep Miller,US
INV0000485,Pierre Jones,US
INV0000486,Ming Demir,ES
INV0000487,Michael Wilson,CA
INV0000488,Elena Park,GB
INV0000489,Akira Patel,FR
INV0000490,Marco Kowalski,US
INV0000491,Chloe Ferrari,US
INV0000492,Greta Miller,US
INV0000493,Olivia Ivanov,US
INV0000494,Mia Mueller,DE
INV0000495,Thomas Schmidt,ES
INV0000496,Chloe Nakamura,KE
INV0000497,James Patel,NL
INV0000498,Ming Wang,ES
INV0000499,Sophia Martinez,DE
INV0000500,Emma Garcia,FR
INV0000501,Greta Miller,US
INV0000502,Priya Wilson,AT
INV0000503,Sarah Ozturk,DE
INV0000504,Akira Kumar,US
INV0000505,Olivia Schmidt,DE
INV0000506,Mehmet Mueller,US
INV0000507,Sarah Liu,IN
INV0000508,Li Yamamoto,DE
INV0000509,Sanjay Ferrari,FR
INV0000510,Sophia Martinez,GB
INV0000511,James Yamamoto,FR
INV0000512,Priya Davis,US
INV0000513,Sanjay Lee,DE
INV0000514,Akira Kim,DE
INV0000515,Zeynep Ivanov,US
INV0000516,Marco Zhang,US
INV0000517,Isabella Zhang,US
INV0000518,Li Kumar,IE
INV0000519,John Thomas,IN
INV0000520,Sanjay Nakamura,GB
INV0000521,Sophia Park,US
INV0000522,Emma Kowalski,FR
INV0000523,Ahmed Schmidt,IN
INV0000524,Jing Taylor,CN
INV0000525,Li Patel,AU
INV0000526,Marco Garcia,FR
INV0000527,Sophia Taylor,US
INV0000528,Elena Brown,US
INV0000529,Emma Zhang,CN
INV0000530,Mehmet Mueller,JP
INV0000531,Marco Schneider,IT
INV0000532,Yuki Martin,CA
INV0000533,Ivan Davis,BE
INV0000534,Greta Davis,US
INV0000535,Zeynep Ozturk,DE
INV0000536,Anastasia Singh,EG
INV0000537,Thomas Nakamura,MT
INV0000538,Sarah Smith,CA
INV0000539,Li Martin,CN
INV0000540,Hiroshi Liu,UA
INV0000541,Olivia Smith,DE
INV0000542,Greta Thomas,DE
INV0000543,Ahmed Novak,US
INV0000544,Thomas Ferrari,JP
INV0000545,Mehmet Yamamoto,JP
INV0000546,Fatima Williams,SE
INV0000547,Mary Dubois,DE
INV0000548,Ming Petrov,IN
INV0000549,Sanjay Nakamura,US
INV0000550,Andre Schmidt,US
INV0000551,Olivia Nakamura,US
INV0000552,Ming Taylor,US
INV0000553,Chloe Tanaka,DE
INV0000554,Greta Miller,IT
INV0000555,Greta Ozturk,SE
INV0000556,Anastasia Garcia,BR
INV0000557,Li Kumar,AU
INV0000558,Jing Taylor,CH
INV0000559,Ivan Park,AT
INV0000560,Anastasia Ferrari,IN
INV0000561,Raj Yamamoto,US
INV0000562,Beatriz Anderson,IN
INV0000563,James Anderson,GB
INV0000564,Daniel Thomas,GR
INV0000565,Sophia Jones,FR
INV0000566,Andre Rossi,CA
INV0000567,Sanjay Ozturk,SE
INV0000568,Zeynep Petrov,US
INV0000569,Andre Kim,DE
INV0000570,Andre Patel,NG
INV0000571,Pierre Jones,IN
INV0000572,Pierre Park,US
INV0000573,Yuki Ozturk,CN
INV0000574,Raj Ferrari,PH
INV0000575,Li Dubois,FR
INV0000576,David Brown,AU
INV0000577,Wei Jones,US
INV0000578,Emma Kim,DE
INV0000579,Ivan Suzuki,GR
INV0000580,Anita Ivanov,US
INV0000581,David Schneider,FR
INV0000582,Beatriz Moore,DE
INV0000583,Marco Martinez,FR
INV0000584,Sophia Brown,CA
INV0000585,James Kumar,US
INV0000586,Emma Ferrari,US
INV0000587,Isabella Williams,NL
INV0000588,Pierre Schneider,ID
INV0000589,Anastasia Kim,BE
INV0000590,Priya Tanaka,US
INV0000591,Ahmed Schmidt,FR
INV0000592,Zeynep Demir,DE
INV0000593,Andre Kumar,IT
INV0000594,Jing Miller,BE
INV0000595,Zeynep Suzuki,US
INV0000596,Hiroshi Demir,SE
INV0000597,Jing Garcia,BE
INV0000598,Mehmet Anderson,MX
INV0000599,Li Nakamura,DE
INV0000600,Marco Garcia,DE
INV0000601,Akira Suzuki,US
INV0000602,Jing Wilson,US
INV0000603,Zeynep Kowalski,GB
INV0000604,Beatriz Mueller,TW
INV0000605,Priya Johnson,FR
INV0000606,Li Thomas,GB
INV0000607,Jing Rossi,DE
INV0000608,Thomas Wilson,MY
INV0000609,Michael Liu,DE
INV0000610,Ivan Novak,US
INV0000611,Anastasia Williams,US
INV0000612,Jing Kim,DE
INV0000613,Marco Suzuki,GB
INV0000614,William Thomas,US
INV0000615,Elena Taylor,US
INV0000616,Pierre Williams,RU
INV0000617,Priya Chen,IT
INV0000618,Elena Liu,US
INV0000619,Pierre Lee,IT
INV0000620,Charlotte Singh,SG
INV0000621,Daniel Tanaka,US
INV0000622,Sanjay Schneider,CN
INV0000623,Wei Suzuki,US
INV0000624,Anastasia Schmidt,AU
INV0000625,Daniel Demir,AU
INV0000626,Hiroshi Brown,US
INV0000627,Carlos Tanaka,IT
INV0000628,James Kowalski,DE
INV0000629,Wei Garcia,PT
INV0000630,Yuki Schneider,IT
INV0000631,Sophia Mueller,DE
INV0000632,Thomas Schneider,GB
INV0000633,Mary Schmidt,IT
INV0000634,Fatima Ferrari,CA
INV0000635,Charlotte Suzuki,FR
INV0000636,Priya Lee,US
INV0000637,Ming Miller,US
INV0000638,Beatriz Kumar,DE
INV0000639,Robert Williams,AU
INV0000640,Carlos Wilson,US
INV0000641,Carlos Schneider,US
INV0000642,John Garcia,US
INV0000643,Hiroshi Martin,IN
INV0000644,Akira Demir,IT
INV0000645,Greta Davis,US
INV0000646,Charlotte Singh,DE
INV0000647,Sarah Chen,RU
INV0000648,Andre Kim,DE
INV0000649,Michael Davis,NZ
INV0000650,Marco Novak,US
INV0000651,Andre Ferrari,CG
INV0000652,Charlotte Anderson,US
INV0000653,Greta Smith,US
INV0000654,Raj Chen,JP
INV0000655,Hans Thomas,US
INV0000656,Mehmet Garcia,CN
INV0000657,Priya Jones,DE
INV0000658,Kenji Ferrari,FR
INV0000659,Akira Johnson,CZ
INV0000660,Carlos Williams,US
INV0000661,Ahmed Tanaka,CN
INV0000662,Mary Yamamoto,AU
INV0000663,Raj Chen,US
INV0000664,Mehmet Park,DE
INV0000665,Anita Kumar,DE
INV0000666,David Yamamoto,FR
INV0000667,Jing Thomas,US
INV0000668,Chloe Martinez,US
INV0000669,Isabella Wilson,PL
INV0000670,Chloe Williams,CH
INV0000671,Daniel Williams,GB
INV0000672,David Patel,DE
INV0000673,Ivan Nakamura,IT
INV0000674,Carlos Wang,US
INV0000675,Beatriz Moore,US
INV0000676,Raj Brown,US
INV0000677,Jing Zhang,CH
INV0000678,Priya Mueller,BE
INV0000679,Pierre Suzuki,AT
INV0000680,Isabella Rossi,US
INV0000681,Lucia Tanaka,IT
INV0000682,Yuki Garcia,US
INV0000683,Greta Garcia,GB
INV0000684,Marco Thomas,DE
INV0000685,Wei Patel,AT
INV0000686,Emma Patel,US
INV0000687,Wei Singh,TH
INV0000688,Marco Mueller,BE
INV0000689,Pierre Yamamoto,SE
INV0000690,David Yamamoto,US
INV0000691,Greta Zhang,US
INV0000692,Sarah Jones,US
INV0000693,Andre Nakamura,US
INV0000694,Ivan Taylor,US
INV0000695,Sophia Demir,US
INV0000696,Pierre Williams,CH
INV0000697,Michael Chen,US
INV0000698,Priya Tanaka,CA
INV0000699,Sanjay Williams,US
INV0000700,Sophia Schneider,FR
INV0000701,Priya Schneider,BR
INV0000702,Sanjay Wilson,IT
INV0000703,Priya Nakamura,AT
INV0000704,Beatriz Zhang,US
INV0000705,Olivia Johnson,US
INV0000706,Isabella Rossi,FR
INV0000707,Ahmed Ivanov,CH
INV0000708,Hiroshi Wang,US
INV0000709,Pierre Martin,ES
INV0000710,Wei Rossi,GB
INV0000711,Olivia Wilson,PH
INV0000712,Pierre Thomas,US
INV0000713,Pierre Garcia,US
INV0000714,Ming Yamamoto,US
INV0000715,Michael Ivanov,NO
INV0000716,Wei Singh,PT
INV0000717,Andre Thomas,IT
INV0000718,Ivan Lee,DE
INV0000719,Daniel Wilson,MX
INV0000720,Lucia Johnson,FR
INV0000721,Akira Petrov,CN
INV0000722,Chloe Ivanov,CH
INV0000723,Elena Garcia,PT
INV0000724,Li Nakamura,US
INV0000725,Carlos Kowalski,SI
INV0000726,Hans Petrov,AR
INV0000727,Robert Patel,US
INV0000728,Michael Schneider,DE
INV0000729,Zeynep Kowalski,ES
INV0000730,Robert Ivanov,US
INV0000731,Anita Thomas,DE
INV0000732,Greta Ferrari,AT
INV0000733,Olivia Kowalski,GB
INV0000734,Li Taylor,DE
INV0000735,Ming Lee,VN
INV0000736,Anastasia Liu,HU
INV0000737,Hiroshi Moore,US
INV0000738,Akira Zhang,DE
INV0000739,Andre Singh,US
INV0000740,Kenji Garcia,NL
INV0000741,Beatriz Taylor,IT
INV0000742,Anita Anderson,MD
INV0000743,Mehmet Kim,US
INV0000744,Marco Kumar,CH
INV0000745,David Johnson,JP
INV0000746,David Petrov,DE
INV0000747,Beatriz Martin,IE
INV0000748,Hans Kim,US
INV0000749,Mary Rossi,US
INV0000750,Kenji Liu,US
INV0000751,Li Martinez,FI
INV0000752,Zeynep Nakamura,US
INV0000753,Chloe Jones,US
INV0000754,Sarah Taylor,CN
INV0000755,Hans Martinez,TW
INV0000756,Mia Kumar,CH
INV0000757,Sophia Patel,US
INV0000758,Ming Yamamoto,FR
INV0000759,Robert Tanaka,IT
INV0000760,Akira Miller,RU
INV0000761,Charlotte Dubois,CH
INV0000762,Yuki Schneider,NL
INV0000763,Sophia Miller,DE
INV0000764,Wei Suzuki,US
INV0000765,Hans Chen,GB
INV0000766,Ming Petrov,US
INV0000767,Ming Moore,US
INV0000768,Lucia Ferrari,CA
INV0000769,Lucia Singh,DE
INV0000770,Mary Garcia,KR
INV0000771,Ivan Dubois,CN
INV0000772,Mia Ozturk,TH
INV0000773,Sarah Brown,US
INV0000774,Lucia Demir,US
INV0000775,Zeynep Martinez,US
INV0000776,Kenji Smith,DE
INV0000777,Greta Wilson,AT
INV0000778,Priya Nakamura,BE
INV0000779,David Nakamura,GB
INV0000780,Sanjay Ivanov,LU
INV0000781,Priya Ivanov,FR
INV0000782,Michael Suzuki,IT
INV0000783,Pierre Ivanov,US
INV0000784,Elena Kim,DE
INV0000785,Robert Miller,KR
INV0000786,Priya Kumar,AT
INV0000787,Priya Anderson,IN
INV0000788,Marco Ferrari,NL
INV0000789,Ivan Williams,DE
INV0000790,David Wilson,US
INV0000791,Jing Martinez,IT
INV0000792,Chloe Anderson,US
INV0000793,Ivan Wilson,ES
INV0000794,Elena Patel,CU
INV0000795,Fatima Kim,US
INV0000796,Li Ozturk,DE
INV0000797,Ivan Ferrari,IT
INV0000798,Lucia Petrov,US
INV0000799,Carlos Johnson,DE
INV0000800,Jing Davis,BE
INV0000801,Anita Singh,US
INV0000802,Andre Johnson,GB
INV0000803,Carlos Wang,US
INV0000804,Anita Petrov,GB
INV0000805,Sarah Ozturk,DK
INV0000806,William Kowalski,US
INV0000807,Elena Suzuki,IT
INV0000808,Zeynep Chen,US
INV0000809,Sanjay Davis,GI
INV0000810,Mary Schneider,AT
INV0000811,Hans Anderson,NL
INV0000812,Mia Schmidt,SE
INV0000813,Elena Martinez,US
INV0000814,Sarah Wilson,DE
INV0000815,Mia Ivanov,DE
INV0000816,Mehmet Martinez,DE
INV0000817,Ahmed Patel,LU
INV0000818,Chloe Novak,FR
