patent_id,company_id
10760310,CMP000095
10636113,CMP000109
10687642,CMP000000
10874548,CMP000766
10573263,CMP000053
10573263,CMP000504
10632004,CMP000001
10816022,CMP000012
10816022,CMP000603
10802495,CMP000044
D899673,CMP000011
10602489,CMP000041
10602489,CMP000008
10805529,CMP000698
10805529,CMP000184
10598846,CMP000195
10554050,CMP000171
10670801,CMP000000
10742668,CMP000233
10574449,CMP000023
10818178,CMP000166
10616947,CMP000009
10665800,CMP000100
10708116,CMP000472
10850624,CMP000093
10603126,CMP000694
10613493,CMP000433
10623107,CMP000306
10551012,CMP000107
10655202,CMP000396
10537908,CMP000102
10537908,CMP000009
10810713,CMP000004
10810713,CMP000071
10725618,CMP000090
10725618,CMP000632
10669786,CMP000000
10875174,CMP000477
10644180,CMP000418
10684558,CMP000100
10778996,CMP000669
10808677,CMP000740
10864257,CMP000518
10631796,CMP000356
10654293,CMP000378
10718932,CMP000444
10863332,CMP000333
10743341,CMP000564
10774927,CMP000000
10701677,CMP000054
10858048,CMP000168
10682286,CMP000017
10548510,CMP000393
10670508,CMP000141
10647312,CMP000242
10820541,CMP000795
10820541,CMP000125
10534303,CMP000352
10666980,CMP000333
10666980,CMP000077
D904225,CMP000000
10583457,CMP000023
10525203,CMP000019
10525203,CMP000269
10731372,CMP000010
10846810,CMP000642
10629731,CMP000000
10857922,CMP000552
10792176,CMP000003
10690398,CMP000004
10557237,CMP000289
10798803,CMP000464
10531790,CMP000012
10710392,CMP000006
10710392,CMP000120
D880563,CMP000128
D880563,CMP000130
10825164,CMP000000
10825164,CMP000009
10709567,CMP000032
10828950,CMP000427
10828950,CMP000703
10703264,CMP000000
10633006,CMP000015
10560398,CMP000020
10560398,CMP000660
10594635,CMP000026
D905121,CMP000022
10849590,CMP000070
10672673,CMP000052
10875263,CMP000049
10875263,CMP000398
10603734,CMP000131
D900626,CMP000043
10711776,CMP000001
D903001,CMP000093
D903001,CMP000220
10800074,CMP000550
10800074,CMP000061
10537246,CMP000407
10680792,CMP000006
10800983,CMP000025
10558811,CMP000237
10769500,CMP000065
10769500,CMP000066
10614280,CMP000009
10614280,CMP000060
10603617,CMP000386
10815429,CMP000437
10873851,CMP000146
10604173,CMP000484
10604173,CMP000122
D874625,CMP000242
10792129,CMP000752
10549878,CMP000612
10717759,CMP000424
10571502,CMP000234
10703139,CMP000094
10559940,CMP000009
10649874,CMP000003
10865484,CMP000341
10865484,CMP000005
10856175,CMP000230
10652604,CMP000001
10541033,CMP000031
10541033,CMP000172
10695901,CMP000019
10784359,CMP000308
10775895,CMP000302
10775895,CMP000501
10601725,CMP000396
10879290,CMP000073
D877715,CMP000277
D877715,CMP000155
10762187,CMP000498
10762187,CMP000459
10528501,CMP000026
10528501,CMP000091
10872522,CMP000005
10872522,CMP000350
10872377,CMP000005
10872377,CMP000726
10626700,CMP000006
D873996,CMP000363
10861785,CMP000758
10756295,CMP000063
10773015,CMP000359
10844119,CMP000083
10844119,CMP000152
10568089,CMP000381
10568089,CMP000164
D886070,CMP000090
10637276,CMP000148
10777417,CMP000312
10877637,CMP000599
10865813,CMP000031
10561870,CMP000354
10561870,CMP000001
10646686,CMP000008
10773033,CMP000028
10695415,CMP000029
10800290,CMP000655
10800290,CMP000256
10778994,CMP000001
10611342,CMP000416
10764990,CMP000143
10764990,CMP000239
10591532,CMP000015
10754141,CMP000008
10754141,CMP000036
10734840,CMP000487
10584117,CMP000001
10872788,CMP000726
10859558,CMP000005
10610914,CMP000568
10859729,CMP000001
10577195,CMP000539
10747013,CMP000017
10747013,CMP000152
10571991,CMP000087
10822559,CMP000073
10630937,CMP000245
10537110,CMP000237
10590299,CMP000571
10590299,CMP000017
10637712,CMP000001
10834060,CMP000011
10834060,CMP000128
10606122,CMP000019
10730999,CMP000008
10628226,CMP000073
10847711,CMP000023
10847711,CMP000078
D880753,CMP000730
10557361,CMP000343
10614610,CMP000056
10618243,CMP000354
10618243,CMP000087
10586701,CMP000166
D888010,CMP000376
10587238,CMP000003
10587238,CMP000000
10525982,CMP000363
D882681,CMP000699
10759520,CMP000595
10857308,CMP000673
10632955,CMP000011
10632955,CMP000110
10647686,CMP000001
10647686,CMP000377
10802954,CMP000219
10802954,CMP000095
10752470,CMP000083
10563123,CMP000196
10590195,CMP000429
10625664,CMP000014
10583066,CMP000015
10583066,CMP000109
10572683,CMP000528
10572683,CMP000002
10655342,CMP000230
10846469,CMP000061
10576462,CMP000149
10576462,CMP000011
10661370,CMP000207
10661370,CMP000733
10832536,CMP000175
10804975,CMP000099
10623468,CMP000087
10816864,CMP000022
10816864,CMP000276
10665072,CMP000532
10665072,CMP000056
10629737,CMP000096
10844072,CMP000183
10775028,CMP000307
10750779,CMP000011
10586784,CMP000000
10880332,CMP000039
10701667,CMP000000
10535223,CMP000038
10753341,CMP000604
10757486,CMP000009
10757486,CMP000000
10832291,CMP000024
10832291,CMP000004
10744724,CMP000493
10744724,CMP000584
10799901,CMP000004
10799901,CMP000567
10877809,CMP000149
10877809,CMP000009
10667563,CMP000322
10760119,CMP000075
10760119,CMP000640
D878444,CMP000164
10580962,CMP000325
10580962,CMP000067
10660838,CMP000434
10879135,CMP000012
10624982,CMP000114
10701198,CMP000698
10701198,CMP000675
10726117,CMP000201
D876684,CMP000211
10608577,CMP000366
10853568,CMP000118
10853568,CMP000068
10585143,CMP000671
10704466,CMP000499
10704466,CMP000187
10562260,CMP000123
10564938,CMP000391
10801845,CMP000033
10545685,CMP000004
10545685,CMP000001
10583256,CMP000025
10622390,CMP000191
10622390,CMP000003
10713006,CMP000136
10537389,CMP000053
10653979,CMP000220
10654836,CMP000056
10867492,CMP000067
10867492,CMP000100
10665560,CMP000001
10665560,CMP000217
10716781,CMP000372
D884624,CMP000091
10704514,CMP000093
10644768,CMP000000
10698166,CMP000118
10587530,CMP000311
10587530,CMP000127
10694624,CMP000594
10694624,CMP000193
10678438,CMP000675
10678438,CMP000006
10625093,CMP000019
10625093,CMP000678
10745315,CMP000021
D895065,CMP000011
10567854,CMP000235
D881955,CMP000711
10534330,CMP000004
D904757,CMP000380
10534873,CMP000082
10866969,CMP000001
10564441,CMP000502
10564441,CMP000074
D889084,CMP000134
10832630,CMP000132
10832630,CMP000055
10845484,CMP000078
10845484,CMP000461
10664089,CMP000022
10664089,CMP000000
10622178,CMP000182
10622178,CMP000071
10866694,CMP000010
10643238,CMP000014
10643238,CMP000371
10772184,CMP000684
10606620,CMP000002
10545382,CMP000028
10813099,CMP000300
10656842,CMP000492
10771534,CMP000089
10604033,CMP000109
10690492,CMP000042
10690492,CMP000694
10563150,CMP000125
10563150,CMP000385
10713198,CMP000033
D902819,CMP000130
D902819,CMP000314
10774726,CMP000004
10528683,CMP000000
10528683,CMP000280
D902629,CMP000122
10548334,CMP000355
10823578,CMP000086
10823578,CMP000085
10603947,CMP000055
10603947,CMP000011
D877779,CMP000011
10856519,CMP000024
10856519,CMP000074
10689570,CMP000695
10693592,CMP000109
10848919,CMP000124
10580868,CMP000700
10713140,CMP000127
D878846,CMP000063
10772350,CMP000237
10606521,CMP000192
10548359,CMP000537
10548359,CMP000010
10724956,CMP000076
10651476,CMP000308
10583356,CMP000003
10688380,CMP000674
10567838,CMP000016
10602659,CMP000019
10602659,CMP000143
D883225,CMP000515
10708336,CMP000182
10708336,CMP000053
10638171,CMP000211
10638171,CMP000000
10869137,CMP000724
10778915,CMP000289
10778915,CMP000569
10577455,CMP000041
10577455,CMP000000
10639428,CMP000037
10835616,CMP000038
10838415,CMP000210
10592739,CMP000223
10726740,CMP000038
10726740,CMP000095
10741437,CMP000013
10674140,CMP000148
10674140,CMP000003
10697577,CMP000366
10697577,CMP000262
10720683,CMP000110
10528430,CMP000715
10528430,CMP000007
10639042,CMP000000
10639042,CMP000701
10635942,CMP000762
10787201,CMP000048
10551721,CMP000292
10758843,CMP000002
10769917,CMP000000
10679404,CMP000002
10831816,CMP000024
10876026,CMP000064
10876026,CMP000270
10529767,CMP000191
10529767,CMP000078
10632146,CMP000745
10756035,CMP000172
10718828,CMP000007
10683280,CMP000500
10683280,CMP000000
10625021,CMP000045
10625021,CMP000083
10799530,CMP000049
10808791,CMP000263
10831586,CMP000004
10752211,CMP000002
10597205,CMP000016
10611545,CMP000517
10611545,CMP000125
10609778,CMP000000
10778595,CMP000309
10793313,CMP000026
10757497,CMP000343
10853150,CMP000052
10853150,CMP000000
D890134,CMP000002
D890134,CMP000145
10708516,CMP000080
10745068,CMP000001
10745068,CMP000049
10830345,CMP000020
PP31744,CMP000004
10781870,CMP000756
10781870,CMP000012
10763360,CMP000739
10540033,CMP000391
10860101,CMP000050
10860101,CMP000014
10595389,CMP000350
10653272,CMP000013
10702609,CMP000026
10682309,CMP000051
10547255,CMP000097
10547255,CMP000105
10662035,CMP000059
10662035,CMP000121
10712565,CMP000671
10821259,CMP000137
10775743,CMP000650
10775743,CMP000455
10790290,CMP000121
10790290,CMP000137
10830159,CMP000010
10846119,CMP000038
10525912,CMP000473
10525912,CMP000003
10740095,CMP000001
D903465,CMP000001
10631561,CMP000103
10660516,CMP000735
10660516,CMP000115
10619064,CMP000005
10619064,CMP000750
D895681,CMP000348
D895681,CMP000007
10669756,CMP000479
10804456,CMP000090
10804456,CMP000171
10541410,CMP000445
10807296,CMP000491
10807296,CMP000024
D873579,CMP000020
10857130,CMP000016
10857130,CMP000002
10725883,CMP000036
10646636,CMP000754
10646636,CMP000038
10604377,CMP000012
10549920,CMP000659
D896333,CMP000003
PP31907,CMP000254
PP31907,CMP000020
10781055,CMP000000
10574668,CMP000126
10602734,CMP000086
10662481,CMP000047
10775741,CMP000001
10719034,CMP000497
10774693,CMP000001
10684196,CMP000246
10684196,CMP000002
10822079,CMP000786
10735319,CMP000027
10735319,CMP000237
10540479,CMP000549
10835928,CMP000600
10880173,CMP000021
10799456,CMP000410
10530204,CMP000101
10530204,CMP000129
10809800,CMP000407
10809800,CMP000080
10559786,CMP000299
10677400,CMP000607
10843491,CMP000038
10843491,CMP000012
10739833,CMP000116
10739833,CMP000000
10534960,CMP000104
10534960,CMP000021
10755071,CMP000006
10755071,CMP000056
10740242,CMP000013
10717993,CMP000021
10632275,CMP000442
10632275,CMP000729
10789275,CMP000404
10789275,CMP000634
10534739,CMP000046
D895752,CMP000094
D895752,CMP000748
D877252,CMP000164
10547070,CMP000146
10838672,CMP000063
10564407,CMP000000
10557295,CMP000018
10557295,CMP000187
10697836,CMP000325
10634926,CMP000000
10634926,CMP000038
D904005,CMP000005
10643541,CMP000004
D887433,CMP000491
10869535,CMP000020
10775804,CMP000176
10775804,CMP000015
10787449,CMP000291
10787449,CMP000021
10707695,CMP000158
10707695,CMP000188
10589405,CMP000001
10589405,CMP000006
10594865,CMP000146
10620170,CMP000000
10630292,CMP000452
10583295,CMP000018
10583295,CMP000543
10703017,CMP000009
10823060,CMP000061
10824520,CMP000723
10539305,CMP000001
10563004,CMP000112
10623498,CMP000089
D903012,CMP000049
10669146,CMP000033
D886244,CMP000010
D886244,CMP000057
10861069,CMP000171
10554931,CMP000000
10811351,CMP000030
10811351,CMP000446
10826591,CMP000099
10826591,CMP000712
10867816,CMP000411
10692262,CMP000000
10795960,CMP000355
10751402,CMP000148
10710921,CMP000269
10710921,CMP000680
10685017,CMP000242
10799402,CMP000206
10799402,CMP000049
10565957,CMP000389
PP32563,CMP000026
10864480,CMP000385
10533999,CMP000455
10578577,CMP000204
10766828,CMP000256
10766828,CMP000601
10800000,CMP000159
10559763,CMP000070
10559763,CMP000111
10829530,CMP000251
10829530,CMP000634
10790108,CMP000086
10790108,CMP000065
10618534,CMP000097
D883050,CMP000071
D883050,CMP000011
10822236,CMP000454
10868061,CMP000718
10868061,CMP000609
10811093,CMP000231
10720663,CMP000002
10720663,CMP000065
10830701,CMP000171
10830701,CMP000343
10547831,CMP000011
10547831,CMP000256
10820769,CMP000014
10853670,CMP000306
10673741,CMP000012
10573908,CMP000152
10573908,CMP000004
10783449,CMP000496
10702289,CMP000010
10702289,CMP000287
D895627,CMP000059
10854407,CMP000065
D873764,CMP000003
D873764,CMP000631
10604822,CMP000465
10604822,CMP000225
10751170,CMP000228
D886103,CMP000416
10562583,CMP000215
10663304,CMP000562
10541633,CMP000084
10779088,CMP000187
10763863,CMP000497
10663201,CMP000459
10663201,CMP000233
10784378,CMP000000
10766231,CMP000000
10766231,CMP000004
10827706,CMP000726
10650558,CMP000370
D872481,CMP000028
10880544,CMP000213
10880544,CMP000538
10545486,CMP000031
10848194,CMP000626
10735752,CMP000221
10626289,CMP000204
10554809,CMP000057
10554809,CMP000159
10781806,CMP000039
D897378,CMP000243
10608095,CMP000215
10608095,CMP000092
10599934,CMP000002
10642516,CMP000026
10666665,CMP000426
10741375,CMP000017
10741375,CMP000329
10605104,CMP000005
10879065,CMP000659
10623028,CMP000155
10623028,CMP000009
10546813,CMP000602
10546813,CMP000027
10626872,CMP000064
10626872,CMP000040
10755110,CMP000763
10755110,CMP000732
10684964,CMP000490
10854696,CMP000646
10809802,CMP000009
10554634,CMP000036
10554634,CMP000094
10845605,CMP000008
10842481,CMP000353
10608259,CMP000039
10588115,CMP000697
D898506,CMP000043
D898506,CMP000154
10857945,CMP000636
10710204,CMP000042
10710204,CMP000008
10575045,CMP000010
10607736,CMP000087
10859341,CMP000729
10557101,CMP000004
10557101,CMP000718
10694158,CMP000006
10694158,CMP000311
D876558,CMP000075
D876558,CMP000455
10641253,CMP000078
10641253,CMP000292
10621643,CMP000372
10621643,CMP000026
10784338,CMP000271
D898387,CMP000081
D898387,CMP000019
10646696,CMP000759
10673435,CMP000293
10673435,CMP000009
10572314,CMP000067
10835398,CMP000037
10835398,CMP000131
10723056,CMP000319
10589538,CMP000048
10589538,CMP000168
D900582,CMP000178
D900582,CMP000139
10550984,CMP000026
10730495,CMP000665
10569129,CMP000094
10650978,CMP000359
10650978,CMP000111
10699274,CMP000625
10609651,CMP000003
10609651,CMP000668
10719901,CMP000000
10719901,CMP000002
10588232,CMP000040
10793574,CMP000186
10793574,CMP000001
10855970,CMP000006
10855970,CMP000011
10660052,CMP000151
10558472,CMP000348
10772386,CMP000000
10608543,CMP000612
10671057,CMP000119
10715140,CMP000130
10599311,CMP000433
10599311,CMP000469
10555182,CMP000012
10555182,CMP000177
10586036,CMP000002
10586036,CMP000041
10822535,CMP000538
D877280,CMP000189
10833849,CMP000167
10808835,CMP000315
10808835,CMP000269
10764036,CMP000138
10815231,CMP000058
10740692,CMP000008
10740692,CMP000026
10607707,CMP000011
10761179,CMP000086
10761179,CMP000385
10727512,CMP000049
10727512,CMP000340
D887227,CMP000001
D887227,CMP000021
10615332,CMP000427
D896162,CMP000002
D896162,CMP000152
10611577,CMP000139
10671591,CMP000675
10702075,CMP000536
10667629,CMP000000
10667629,CMP000002
10670815,CMP000335
10869181,CMP000125
10869181,CMP000769
10668886,CMP000000
10575934,CMP000452
10859259,CMP000015
10866560,CMP000015
10784860,CMP000147
10658706,CMP000721
10658706,CMP000214
10605385,CMP000037
10605385,CMP000001
10802141,CMP000152
10728072,CMP000236
10728072,CMP000148
10632499,CMP000018
D872512,CMP000007
10877267,CMP000058
10791753,CMP000006
10700061,CMP000760
10618758,CMP000421
10877684,CMP000291
10857625,CMP000055
10857625,CMP000480
10537162,CMP000009
10654366,CMP000000
10654366,CMP000103
10627525,CMP000240
10798363,CMP000088
10798363,CMP000106
10630797,CMP000073
10553386,CMP000477
10539009,CMP000000
10785027,CMP000009
10697515,CMP000204
10815135,CMP000450
10815135,CMP000337
10858824,CMP000574
10858824,CMP000228
D891068,CMP000166
D891068,CMP000297
10538829,CMP000125
10810509,CMP000051
10663396,CMP000025
10663396,CMP000031
10744091,CMP000044
10552192,CMP000729
10552192,CMP000121
10609254,CMP000413
10609254,CMP000248
10854739,CMP000348
10846167,CMP000044
10668127,CMP000323
10668127,CMP000071
D903979,CMP000034
D903979,CMP000124
10685015,CMP000127
10685015,CMP000131
10822956,CMP000178
10822956,CMP000004
10708032,CMP000209
10708032,CMP000036
10766058,CMP000296
10816515,CMP000023
10816515,CMP000437
10857125,CMP000020
10601435,CMP000219
10538890,CMP000248
10797106,CMP000078
10642091,CMP000000
10730454,CMP000538
10730454,CMP000790
10773422,CMP000267
10626320,CMP000645
10661756,CMP000063
D896669,CMP000011
10816161,CMP000267
10822435,CMP000127
D901378,CMP000000
10644703,CMP000332
10644703,CMP000009
D891173,CMP000025
10739165,CMP000403
10533563,CMP000118
10876689,CMP000229
10876689,CMP000072
10736990,CMP000065
10729769,CMP000068
10529804,CMP000002
10529804,CMP000004
10770705,CMP000322
10784545,CMP000014
10549605,CMP000014
10549605,CMP000029
10859892,CMP000503
10859892,CMP000781
10718058,CMP000004
10692486,CMP000264
10831016,CMP000000
10804640,CMP000010
10866734,CMP000180
10866734,CMP000014
10655828,CMP000181
10619831,CMP000069
10584730,CMP000001
10584730,CMP000003
10615943,CMP000046
10748780,CMP000488
10748780,CMP000004
10606860,CMP000002
10754265,CMP000030
10754265,CMP000014
10568831,CMP000122
10695934,CMP000007
10695934,CMP000761
10707952,CMP000661
10611691,CMP000134
10768519,CMP000671
10709367,CMP000144
10623376,CMP000443
10675288,CMP000428
D900466,CMP000089
D880760,CMP000003
D880760,CMP000021
D894014,CMP000148
10771441,CMP000158
10771441,CMP000106
10815999,CMP000013
D877180,CMP000000
10636167,CMP000289
10818785,CMP000008
10571290,CMP000005
10725710,CMP000396
10671582,CMP000570
10609630,CMP000484
10533376,CMP000227
10726672,CMP000029
10691611,CMP000000
10845823,CMP000594
10559116,CMP000000
10754116,CMP000640
10669884,CMP000002
D878098,CMP000002
10528442,CMP000621
10646278,CMP000017
10608521,CMP000345
10608521,CMP000032
10777687,CMP000085
10777687,CMP000069
10540749,CMP000018
10782739,CMP000300
10782739,CMP000025
10834687,CMP000001
10704627,CMP000124
10594437,CMP000641
10594437,CMP000569
10795370,CMP000456
10795370,CMP000026
10585641,CMP000583
10811653,CMP000117
10582962,CMP000346
10582962,CMP000537
10578127,CMP000228
10842967,CMP000434
10616664,CMP000000
10705979,CMP000023
D902947,CMP000058
10773389,CMP000251
10608209,CMP000001
10749149,CMP000227
D888111,CMP000008
10802650,CMP000413
10717706,CMP000583
10722329,CMP000682
10722329,CMP000000
10866848,CMP000497
10577660,CMP000690
10547864,CMP000034
10536254,CMP000008
10536254,CMP000076
D902826,CMP000641
10874139,CMP000011
10742488,CMP000036
10742488,CMP000000
10749588,CMP000039
10634256,CMP000174
10542106,CMP000012
10631809,CMP000504
10857980,CMP000011
10766864,CMP000000
10766864,CMP000002
10810978,CMP000772
10606489,CMP000050
10646495,CMP000003
10646495,CMP000022
10718093,CMP000041
10553060,CMP000020
10825386,CMP000004
10825386,CMP000275
10525220,CMP000057
10586049,CMP000011
10620477,CMP000011
10657416,CMP000502
10740309,CMP000087
10612545,CMP000036
10612545,CMP000078
10640378,CMP000000
10640378,CMP000709
10683623,CMP000679
10657114,CMP000133
10657114,CMP000000
10644134,CMP000259
10609122,CMP000100
D878121,CMP000708
10852048,CMP000525
10852048,CMP000089
D894031,CMP000392
10720086,CMP000001
